camera,day,frame_file,timestamp,person_count
balcony,day1,balcony_day1_18-19-33.jpg,18:19:33,16
balcony,day1,balcony_day1_18-19-36.jpg,18:19:36,12
balcony,day1,balcony_day1_18-19-39.jpg,18:19:39,6
balcony,day1,balcony_day1_18-19-42.jpg,18:19:42,4
balcony,day1,balcony_day1_18-19-45.jpg,18:19:45,2
balcony,day1,balcony_day1_18-19-48.jpg,18:19:48,6
balcony,day1,balcony_day1_18-19-51.jpg,18:19:51,10
balcony,day1,balcony_day1_18-19-54.jpg,18:19:54,3
balcony,day1,balcony_day1_18-19-57.jpg,18:19:57,2
balcony,day1,balcony_day1_18-20-00.jpg,18:20:00,7
balcony,day1,balcony_day1_18-20-03.jpg,18:20:03,6
balcony,day1,balcony_day1_18-20-06.jpg,18:20:06,7
balcony,day1,balcony_day1_18-20-09.jpg,18:20:09,3
balcony,day1,balcony_day1_18-20-12.jpg,18:20:12,3
balcony,day1,balcony_day1_18-20-15.jpg,18:20:15,3
balcony,day1,balcony_day1_18-20-18.jpg,18:20:18,3
balcony,day1,balcony_day1_18-20-21.jpg,18:20:21,3
balcony,day1,balcony_day1_18-20-24.jpg,18:20:24,4
balcony,day1,balcony_day1_18-20-27.jpg,18:20:27,2
balcony,day1,balcony_day1_18-20-30.jpg,18:20:30,5
balcony,day1,balcony_day1_18-20-33.jpg,18:20:33,1
balcony,day1,balcony_day1_18-20-36.jpg,18:20:36,2
balcony,day1,balcony_day1_18-20-39.jpg,18:20:39,1
balcony,day1,balcony_day1_18-20-42.jpg,18:20:42,1
balcony,day1,balcony_day1_18-20-45.jpg,18:20:45,4
balcony,day1,balcony_day1_18-20-51.jpg,18:20:51,7
balcony,day1,balcony_day1_18-20-54.jpg,18:20:54,7
balcony,day1,balcony_day1_18-20-57.jpg,18:20:57,5
balcony,day1,balcony_day1_18-21-00.jpg,18:21:00,6
balcony,day1,balcony_day1_18-21-03.jpg,18:21:03,5
balcony,day1,balcony_day1_18-21-06.jpg,18:21:06,12
balcony,day1,balcony_day1_18-21-09.jpg,18:21:09,14
balcony,day1,balcony_day1_18-21-12.jpg,18:21:12,8
balcony,day1,balcony_day1_18-21-15.jpg,18:21:15,7
balcony,day1,balcony_day1_18-21-18.jpg,18:21:18,6
balcony,day1,balcony_day1_18-21-21.jpg,18:21:21,8
balcony,day1,balcony_day1_18-21-24.jpg,18:21:24,11
balcony,day1,balcony_day1_18-21-27.jpg,18:21:27,6
balcony,day1,balcony_day1_18-21-30.jpg,18:21:30,6
balcony,day1,balcony_day1_18-21-33.jpg,18:21:33,3
balcony,day1,balcony_day1_18-21-36.jpg,18:21:36,6
balcony,day1,balcony_day1_18-21-39.jpg,18:21:39,4
balcony,day1,balcony_day1_18-21-42.jpg,18:21:42,3
balcony,day1,balcony_day1_18-21-45.jpg,18:21:45,4
balcony,day1,balcony_day1_18-21-48.jpg,18:21:48,4
balcony,day1,balcony_day1_18-21-51.jpg,18:21:51,4
balcony,day1,balcony_day1_18-21-54.jpg,18:21:54,8
balcony,day1,balcony_day1_18-21-57.jpg,18:21:57,8
balcony,day1,balcony_day1_18-22-00.jpg,18:22:00,7
balcony,day1,balcony_day1_18-22-03.jpg,18:22:03,8
balcony,day1,balcony_day1_18-22-06.jpg,18:22:06,6
balcony,day1,balcony_day1_18-22-09.jpg,18:22:09,6
balcony,day1,balcony_day1_18-22-12.jpg,18:22:12,6
balcony,day1,balcony_day1_18-22-15.jpg,18:22:15,9
balcony,day1,balcony_day1_18-22-18.jpg,18:22:18,12
balcony,day1,balcony_day1_18-22-21.jpg,18:22:21,9
balcony,day1,balcony_day1_18-22-24.jpg,18:22:24,10
balcony,day1,balcony_day1_18-22-27.jpg,18:22:27,10
balcony,day1,balcony_day1_18-22-30.jpg,18:22:30,10
balcony,day1,balcony_day1_18-22-33.jpg,18:22:33,10
balcony,day1,balcony_day1_18-22-36.jpg,18:22:36,5
balcony,day1,balcony_day1_18-22-39.jpg,18:22:39,8
balcony,day1,balcony_day1_18-22-42.jpg,18:22:42,12
balcony,day1,balcony_day1_18-22-45.jpg,18:22:45,12
balcony,day1,balcony_day1_18-22-48.jpg,18:22:48,13
balcony,day1,balcony_day1_18-22-51.jpg,18:22:51,10
balcony,day1,balcony_day1_18-22-54.jpg,18:22:54,6
balcony,day1,balcony_day1_18-22-57.jpg,18:22:57,4
balcony,day1,balcony_day1_18-23-00.jpg,18:23:00,5
balcony,day1,balcony_day1_18-23-03.jpg,18:23:03,3
balcony,day1,balcony_day1_18-23-06.jpg,18:23:06,3
balcony,day1,balcony_day1_18-23-09.jpg,18:23:09,3
balcony,day1,balcony_day1_18-23-12.jpg,18:23:12,3
balcony,day1,balcony_day1_18-23-15.jpg,18:23:15,6
balcony,day1,balcony_day1_18-23-18.jpg,18:23:18,6
